c2,c0,729,129,229,ff9a,type
21280071,217273318,116060716,87791622,19283793,521939,ransom
12498101,128472092,68286425,51472130,11362326,450113,ransom
25860967,264182707,141244383,106851298,23453935,307230,ransom
32034715,327151246,174958824,132347858,29064707,692894,ransom
31263558,319303363,170833863,129233719,28376432,480971,ransom
24430036,249476250,133575920,101042713,22188577,417828,ransom
23091040,235087503,126009611,95242837,21039615,451170,ransom
20338462,207644654,111126954,84057615,18465713,361208,ransom
15798476,161267393,86341359,65309556,14345495,461496,ransom
27130612,277071717,148350187,112219918,24641744,382333,ransom
24226327,247339009,132225848,100024829,21975963,530356,ransom
16664161,170191897,91102979,68916561,15129268,391734,ransom
25205898,256871488,137267147,103807818,22842049,261458,ransom
21603201,220593312,117733106,89054167,19564578,599094,ransom
25899716,264570202,141227931,106839118,23457309,480755,ransom
34077435,348085772,185877791,140612611,30871894,616153,ransom
29791697,304274817,162557938,122968719,27002195,681608,ransom
45770784,467561526,249940385,203037496,44577512,643074,ransom
42368233,432713947,231152281,174855185,38401155,807015,ransom
13397052,137842421,73194184,55202335,12154804,364006,ransom
22956121,234448141,125484390,94924564,20842378,490647,ransom
31017774,316747903,169292932,128063053,28126223,794903,ransom
58267392,595125279,317451264,240138960,52744601,908097,ransom
25432024,259701036,138975860,105125377,23088567,591763,ransom
23793231,242989273,129578241,98019645,21528812,802807,ransom
89260094,911829664,485056234,366938937,80583979,1476938,ransom
100956654,1031258680,548687249,415072239,91168027,1843904,ransom
98235913,990704459,526568952,397744176,88463321,1983848,ransom
103697891,1059126401,563516040,426264010,93658584,1831964,ransom
103229436,1054283910,561026214,424379166,93256571,1768491,ransom
102562698,1047657037,557468415,421713117,92634135,1779575,ransom
99573284,1017068332,541253235,409440375,89943286,1979870,ransom
104493377,1067472267,567950785,429650777,94360483,1874326,ransom
100205739,1023557601,544646154,412009620,90507112,2005842,ransom
102197011,1039513147,553249875,418127694,92508854,1775790,ransom
97996727,1001018534,532808391,403053944,88532271,1710738,ransom
101759107,1035617279,550529746,416376870,91612576,1718204,ransom
107815934,1099184688,584081071,441628414,97135641,1740974,ransom
97567484,996553778,530283471,401134609,88128596,1938136,ransom
104269098,1065133027,596145052,428708240,94162151,1866363,ransom
100208870,1016633698,539938871,408333177,89919321,1871842,ransom
100454602,1026096775,545989010,413024414,90723233,1814284,ransom
99156844,1012885890,538937635,407691219,89552535,1682914,ransom
99811839,1019617497,542488262,410378334,90139667,2000103,ransom
106560965,1088597315,579118388,438081336,96229674,1716670,ransom
100352334,1025049592,545457700,412625356,90634112,1966289,ransom
104435123,1066821008,567617169,429384623,94313968,1777028,ransom
101662361,1038545987,552471649,417926806,91794858,1855306,ransom
99026085,1011563325,538230170,407157708,89435972,1947003,ransom
101925066,1041225707,553917402,419026182,92033247,1923222,ransom
103105352,1053203315,560356755,423894652,93110474,1829559,ransom
101077457,1032501305,549340224,415565194,91277195,1964524,ransom
100965354,1031259956,548697598,415065555,91183270,1849365,ransom
105337526,1075827672,572436242,433011203,95136077,1724730,ransom
102203631,1043954765,555410146,420144707,92293777,1811137,ransom
101242433,1035303124,550410206,416208545,91450197,1975175,ransom
101124258,1031322539,548579701,414961119,91213932,1853649,ransom
101375129,1035453518,551010644,416819615,91563712,1904561,ransom
105114527,1073733178,571371973,432226274,94938758,1891017,ransom
100518100,1026778348,546314878,413270539,90776964,1889225,ransom
104366010,1066116306,567330858,454423556,94260755,1788613,ransom
98174387,1001038037,532313768,402592869,88579927,2049361,ransom
97261285,986497801,523848488,395955972,87494722,1900180,ransom
